Headline,Crypto,Positive,Negative,Neutral
"Bitcoin Rallies To Record $70K, Prompts Coinbase Upgrade; BlackRock To Add BTC Exposure To $17.83 Billion Fund - Investor's Business Daily",bitcoin,0.8980643153190613,0.016239525750279427,0.016239525750279427
How to Buy Bitcoin (BTC): Quick-Start Guide - NerdWallet,bitcoin,0.08095835894346237,0.012928225100040436,0.012928225100040436
"Bitcoin Price Tops $68,000 - The Wall Street Journal",bitcoin,0.12293527275323868,0.02755587175488472,0.02755587175488472
"Bitcoin rises to record above $69,000, then quickly tumbles 8% - CNBC",bitcoin,0.05912930145859718,0.8064554929733276,0.8064554929733276
Bitcoin Is Skyrocketing. Now Traders Are Looking At These Altcoins - Forbes,bitcoin,0.05186110734939575,0.12180663645267487,0.12180663645267487
"Bitcoin bursts above $68000, record high comes into view - Reuters",bitcoin,0.6640869379043579,0.042776141315698624,0.042776141315698624
Bitcoin surges to new record high as mainstream money flows into crypto - CNN,bitcoin,0.8851115703582764,0.02484387345612049,0.02484387345612049
Bitcoin hits record high. Here's what's driving up the price. - CBS News,bitcoin,0.1500856578350067,0.02286638878285885,0.02286638878285885
Bitcoin Price Prediction: Can BTC Reach $100000? – Forbes Advisor - Forbes,bitcoin,0.1170978769659996,0.011639741249382496,0.011639741249382496
March 2024 Crypto Market Forecast – Forbes Advisor - Forbes,bitcoin,0.03858713433146477,0.028346262872219086,0.028346262872219086
Bitcoin Above $70K; MicroStrategy Takes On $700 Million In Debt Offering To Keep Buying - Yahoo Finance,bitcoin,0.7014068365097046,0.03768894448876381,0.03768894448876381
BlackRock Plans to Acquire Spot Bitcoin ETPs for Its Global Allocation Fund - CoinDesk,bitcoin,0.1292864978313446,0.0073968940414488316,0.0073968940414488316
"Cryptocurrency Basics: Pros, Cons and How It Works - NerdWallet",bitcoin,0.030353693291544914,0.026716435328125954,0.026716435328125954
Bitcoin's Stunning Climb to New Records - WSJ - The Wall Street Journal,bitcoin,0.7452993392944336,0.014561217278242111,0.014561217278242111
"Bitcoin tops $68,000 as it nears 2021 all-time high - CNBC",bitcoin,0.7682509422302246,0.024984175339341164,0.024984175339341164
Is this a good time to invest in bitcoin? - Yahoo Finance,bitcoin,0.10984088480472565,0.010552908293902874,0.010552908293902874
"Bitcoin hits new all-time high near $69,000 before tumbling - Yahoo Finance",bitcoin,0.275895893573761,0.17538517713546753,0.17538517713546753
Bitcoin Funds Pull In Money at Record Pace - The Wall Street Journal,bitcoin,0.29299476742744446,0.03379921242594719,0.03379921242594719
"Markets News, Mar. 5, 2024: Bitcoin Plummets From All-Time High; Tech Drags Down Indexes - Investopedia",bitcoin,0.017610695213079453,0.9135194420814514,0.9135194420814514
Looking Back At 3 Bitcoin Halvings: A Historical Analysis - Forbes,bitcoin,0.0759950503706932,0.018544506281614304,0.018544506281614304
"Bitcoin bulls eye $100,000 as the next level before the crypto’s halving - MarketWatch",bitcoin,0.07718224078416824,0.01873665675520897,0.01873665675520897
Bitcoin vs. Ethereum: Which Is the Better Buy? - U.S News & World Report Money,bitcoin,0.06014011427760124,0.016825823113322258,0.016825823113322258
SEC Delays Decision on Allowing Spot Bitcoin ETF Options Trading - Yahoo Finance,bitcoin,0.030595121905207634,0.3533688187599182,0.3533688187599182
"After Bitcoin, Ethereum Prepares for a 30% Upswing, Aiming to Reach $5000 This Month - Coinpedia Fintech News",bitcoin,0.9348025918006897,0.0153707480058074,0.0153707480058074
"Bitcoin Tops $68K, Nearing Silver's $1.38T Market Cap - CoinDesk",bitcoin,0.9020674824714661,0.04414260387420654,0.04414260387420654
Michael Saylor: Bitcoin Can Compete With S&P 500 ETFs - Yahoo Finance,bitcoin,0.8266580700874329,0.007241780869662762,0.007241780869662762
"Bitcoin Claims All-Time High in Euros, Takes Aim at U.S. Dollar Record - CoinDesk",bitcoin,0.27269405126571655,0.10130587220191956,0.10130587220191956
Bitcoin Surges to Record High for First Time Since November 2021 - Bloomberg,bitcoin,0.9256271719932556,0.023063721135258675,0.023063721135258675
Charts show bitcoin is on a path to new highs but could see more steep corrections - CNBC,bitcoin,0.5595594644546509,0.0816207155585289,0.0816207155585289
"Stocks, bitcoin's bounce, Apple's slide and Costco's clue - Fox Business",bitcoin,0.041880108416080475,0.08907170593738556,0.08907170593738556
Return of Animal Spirits? Bitcoin Traders Lock $20M in the $200K Call Option - CoinDesk,bitcoin,0.049315065145492554,0.043942585587501526,0.043942585587501526
MicroStrategy (NASDAQ:MSTR) to Hoard More Bitcoin with $700M Convertible Debt Offering - TipRanks.com - TipRanks,bitcoin,0.20088578760623932,0.012189202010631561,0.012189202010631561
"Bitcoin is set to make another run at the record and could rally to $98,000, according to chart analyst - CNBC",bitcoin,0.8980752229690552,0.012776619754731655,0.012776619754731655
Coinbase Tops Direct Listing Price as Bitcoin Surges to Record - Bloomberg,bitcoin,0.8489251732826233,0.028488177806138992,0.028488177806138992
Is This The Real $90 Trillion Reason Behind BlackRock’s Huge Bitcoin ETF Flip That Triggered The Price Boom? - Forbes,bitcoin,0.04519817605614662,0.03651467710733414,0.03651467710733414
Bitcoin Miners Pace Up Energy Consumption by Over 61% Ahead of Halving - CoinGape,bitcoin,0.8961737155914307,0.014186344109475613,0.014186344109475613
"Bitcoin can top $150000 in the next 12-18 months, says Fundstrat's Tom Lee - CNBC",bitcoin,0.7872012853622437,0.011826534755527973,0.011826534755527973
"Here’s why gold, bitcoin and stocks are all hitting new highs - MarketWatch",bitcoin,0.23667925596237183,0.017619531601667404,0.017619531601667404
"Stock Market News, March 5, 2024: Nasdaq Closes Lower; Bitcoin Hits New Record - The Wall Street Journal",bitcoin,0.018594758585095406,0.9481998085975647,0.9481998085975647
SEC Defers Decision on Spot Bitcoin ETF Options Trading - Bloomberg,bitcoin,0.031151175498962402,0.41593030095100403,0.41593030095100403
Bitcoin's Test of All-Time Highs Means Old Miners Are Cashing Out - CoinDesk,bitcoin,0.4475599229335785,0.08625539392232895,0.08625539392232895
Why Gold and Bitcoin Are Gaining—and Why the Rallies Won’t Last - Barron's,bitcoin,0.10729984194040298,0.018992561846971512,0.018992561846971512
"BlackRock, Fidelity see more spot bitcoin ETF inflows than Grayscale is losing - MarketWatch",bitcoin,0.33168837428092957,0.21596576273441315,0.21596576273441315
Women Are Usually Savers Instead of Investors (Can Bitcoin Change That?) - CoinDesk,bitcoin,0.044229622930288315,0.028844980522990227,0.028844980522990227
Fear of bitcoin price 'triple top' dismissed by analysts following all-time high - TheStreet,bitcoin,0.047030411660671234,0.9319465160369873,0.9319465160369873
Bitcoin Accumulation Addresses See Record Inflows as Correction Risk Looms: CryptoQuant - CryptoPotato,bitcoin,0.1403980255126953,0.286535382270813,0.286535382270813
Does Bitcoin’s Satoshi Nakamoto have a dead man’s switch? - Fortune,bitcoin,0.03335637226700783,0.07288708537817001,0.07288708537817001
"Bitcoin (BTC), Bitcoin Cash (BCH) Set for Epic Countdowns to Halving Event - U.Today",bitcoin,0.565294623374939,0.018597451969981194,0.018597451969981194
World's First ICO on Bitcoin Blockchain Enters Final 7 Day Countdown - Brave New Coin Insights,bitcoin,0.45279914140701294,0.01219762023538351,0.01219762023538351
Crypto Funding Rates Reset After Bitcoin's Sharp Pullback From $69K - CoinDesk,bitcoin,0.03695344179868698,0.9270329475402832,0.9270329475402832
Why is Bitcoin at an all-time high? - BBC.com,bitcoin,0.05863206461071968,0.027959058061242104,0.027959058061242104
Bitcoin price retraces after climbing to $70K peak. Details here | Mint - Mint,bitcoin,0.0703442245721817,0.02184094302356243,0.02184094302356243
"Bitcoin spikes above $70K, a record high, before fading - Yahoo Finance",bitcoin,0.7298892140388489,0.09824871271848679,0.09824871271848679
"Markets close lower, bitcoin recovers from post-record tumble - Yahoo Finance",bitcoin,0.0653027594089508,0.9100026488304138,0.9100026488304138
"Bitcoin Might Be Gearing for Epic Bull Run After $70,000 Hit, Analyst Gives Reasons - U.Today",bitcoin,0.30822914838790894,0.045666154474020004,0.045666154474020004
Deutsche Bank says the bitcoin rally still has legs. Here’s why. - MarketWatch,bitcoin,0.04024854302406311,0.06622778624296188,0.06622778624296188
First Leveraged Bitcoin ETF Nears $1B in Assets - Yahoo Finance,bitcoin,0.327175498008728,0.024884676560759544,0.024884676560759544
MicroStrategy Upsizes Convertible Debt Offering to $700M to Buy Even More Bitcoin - CoinDesk,bitcoin,0.9038917422294617,0.011782754212617874,0.011782754212617874
A Stanford Student-Run Fund's Bitcoin ETF Investment Stirs Up a Buzz - Bloomberg,bitcoin,0.2333405315876007,0.026839563623070717,0.026839563623070717
"Bitcoin Rises From the Dead, While Momentum Gets Its Mojo Back - Bloomberg",bitcoin,0.734311580657959,0.025427894666790962,0.025427894666790962
Bitcoin Halving 2024 – What You Need To Know – Forbes Advisor UK - Forbes,bitcoin,0.044501807540655136,0.02183694764971733,0.02183694764971733
"Stock market today: Nasdaq leads stock slide, bitcoin tumbles after new record - Yahoo Finance",bitcoin,0.013850581832230091,0.9562011957168579,0.9562011957168579
ETC Group CEO on Bitcoin's wild ride to a new high and why Ethereum could be the next big thing - Yahoo Finance,bitcoin,0.09167363494634628,0.01862054318189621,0.01862054318189621
"Bitcoin All-Time Highs: Two Steps Forward, One Step Back - Investor's Business Daily",bitcoin,0.10210452973842621,0.019251367077231407,0.019251367077231407
"Huge New Bitcoin Price Target Set After $2.5 Trillion Ethereum, XRP And Crypto Surge - Forbes",bitcoin,0.5205246806144714,0.01855243742465973,0.01855243742465973
Bitcoin Is Replacing Gold in Investor Portfolios Amid Price Rally: JPM - Markets Insider,bitcoin,0.2934066355228424,0.10715661942958832,0.10715661942958832
"Bitcoin surpasses $70,000, hits new record - Fox Business",bitcoin,0.8910627365112305,0.02517268992960453,0.02517268992960453
Did bitcoin ETF frenzy drive the crypto to a record? How the experts see it. - MarketWatch,bitcoin,0.03219643607735634,0.09743253141641617,0.09743253141641617
'Groundhog Day' in Crypto as Bitcoin Again Plunges Following New Record - CoinDesk,bitcoin,0.06998180598020554,0.8800089359283447,0.8800089359283447
"Bitcoin Above $67,000, Eyes Record; Crypto ETFs. Miners Rally - Investor's Business Daily",bitcoin,0.3752899765968323,0.0371435321867466,0.0371435321867466
Meme Coin Frenzy Drives Ethereum Network Fees to Nearly 2-Year High: IntoTheBlock - CoinDesk,eth,0.34537920355796814,0.020509298890829086,0.020509298890829086
"Ether Could Run to $10,000 or Higher This Year on Numerous Catalysts: Bitwise - CoinDesk",eth,0.14275501668453217,0.012325760908424854,0.012325760908424854
Experts see two factors driving Ethereum to $10000 in catch-up rally with Bitcoin - DLNews,eth,0.9155038595199585,0.017812643200159073,0.017812643200159073
"Cheatsheet: ETH/BTC trending higher, propelling DeFi TVL - Blockworks",eth,0.9451462626457214,0.03259027376770973,0.03259027376770973
Following The ETH Block Roadmap: Off To See The Wizard - Forbes,eth,0.07168153673410416,0.01840384304523468,0.01840384304523468
"SEC pushes back BlackRock, Fidelity spot Ethereum ETF proposals - Cointelegraph",eth,0.22136954963207245,0.02471460960805416,0.02471460960805416
"Ethereum Wallets Overflow: Over 90% Addresses In Profit, Ether To Retest ATH - TradingView",eth,0.8604503870010376,0.052425775676965714,0.052425775676965714
"Ethereum is set to outperform Bitcoin as the spot ETH ETF narrative comes into play, analysts say - crypto.news",eth,0.7678442597389221,0.022582201287150383,0.022582201287150383
Vitalik Buterin's ENS Address Trades $100K Worth of ETH for Stablecoins Amid Market Uptick – Bitcoin News - Bitcoin.com News,eth,0.5544388890266418,0.14758144319057465,0.14758144319057465
"Shiba Inu Leads BTC, ETH, DOGE, and BCH On Robinhood - The Crypto Basic",eth,0.055324483662843704,0.013361653313040733,0.013361653313040733
Ethereum (ETH) Price Braces For $5000 Rally With No Major Pullback On Horizon - CoinGape,eth,0.8718879222869873,0.0414675809442997,0.0414675809442997
"Ethereum price to hit $10000 at cycle peak, analyst projects - TheStreet",eth,0.3633077144622803,0.01733398623764515,0.01733398623764515
"After Bitcoin, Ethereum Prepares for a 30% Upswing, Aiming to Reach $5000 This Month - Coinpedia Fintech News",eth,0.9348025918006897,0.0153707480058074,0.0153707480058074
Ethereum: What It Is and How It Works - NerdWallet,eth,0.02966947853565216,0.02142060548067093,0.02142060548067093
Ethereum Posts New 2024 High As Bitcoin Rebounds From Violent Pullback - The Defiant - DeFi News,eth,0.8778361082077026,0.07748772948980331,0.07748772948980331
"Memecoins FLOKI, PEPE Register Explosive Runs as BTC, ETH Climb - TradingView",eth,0.0621960423886776,0.013119584880769253,0.013119584880769253
Should You Sell Ethereum (ETH) Saturday? - InvestorsObserver,eth,0.06566399335861206,0.011879890225827694,0.011879890225827694
How memecoins helped Ethereum’s transaction fees - AMBCrypto News,eth,0.15704238414764404,0.011831577867269516,0.011831577867269516
"SOL surges to 1-year high at $133, Pushd gears for considerable gains amidst ETH rally - crypto.news",eth,0.9042145609855652,0.04455528408288956,0.04455528408288956
"‘More Dangerous’ Than Nukes—China And Russia Revealed To Be Suddenly Abandoning The U.S. Dollar For A Bitcoin, Ethereum And XRP-Inspired Rival Amid Crypto Price Pump - Forbes",eth,0.09411634504795074,0.22214576601982117,0.22214576601982117
"Ethereum's Layer 2 Ecosystem Tops $37B, Leaves Competitors Behind - CoinGape",eth,0.16658924520015717,0.03825335577130318,0.03825335577130318
"Can Bitcoin (BTC), Ethereum (ETH) Continue to Outperform Equities? - TradingView",eth,0.49325475096702576,0.015553748235106468,0.015553748235106468
Ether Hits $4K for First Time in More Than Two Years - CoinDesk,eth,0.6715248823165894,0.023503778502345085,0.023503778502345085
3 reasons why Ethereum (ETH) price could hit $4K in the short-term - Cointelegraph,eth,0.07144227623939514,0.052968546748161316,0.052968546748161316
Ethereum Surges Towards $4000 Amidst Growing Optimism » The Merkle News - The Merkle Hash,eth,0.9328411817550659,0.024216212332248688,0.024216212332248688
Lido Staked ETH $stETH Burst: Claim Your Share of Tokens! - Medium,eth,0.057982511818408966,0.020909536629915237,0.020909536629915237
"Ethereum Wallets Overflow: Over 90% Addresses In Profit, Ether To Retest ATH - NewsBTC",eth,0.8516426682472229,0.050613462924957275,0.050613462924957275
Why Ethereum’s rally above $4K may not be good news for you - AMBCrypto News,eth,0.09465127438306808,0.02769739180803299,0.02769739180803299
Bitcoin vs. Ethereum: Which Is the Better Buy? - U.S News & World Report Money,eth,0.06014011427760124,0.016825823113322258,0.016825823113322258
"Ethereum Price Prediction: Can ETH Target $4,500 Next? - crypto.news",eth,0.0538308210670948,0.012331472709774971,0.012331472709774971
Halving Hype: Why Ethereum Could Make Even Bigger Moves Than Bitcoin in 2024 - InvestorPlace,eth,0.10785891860723495,0.016234388574957848,0.016234388574957848
"Ethereum price closes in on $4K, but traders' excessive optimism is a warning sign - Cointelegraph",eth,0.027324020862579346,0.9235968589782715,0.9235968589782715
Will Ethereum (ETH) Price Hit ATH in March? - Coinpedia Fintech News,eth,0.056859977543354034,0.04822220653295517,0.04822220653295517
"Price analysis 3/8: BTC, ETH, BNB, SOL, XRP, ADA, DOGE, SHIB, AVAX, DOT - Cointelegraph",eth,0.04956184700131416,0.012325362302362919,0.012325362302362919
"Top 3 Beginner-Friendly Cryptocurrencies: Ethereum (ETH), Solana (SOL) and KangaMoon (KANG) - CryptoDaily",eth,0.2066849023103714,0.008069601841270924,0.008069601841270924
"Ethereum ETH Price: 90% of ETH Nearing Profitability as $4,000 Within Striking Distance - Blockonomi",eth,0.17620216310024261,0.010093425400555134,0.010093425400555134
"Ethereum Price Prediction 2024, 2025: Will ETH Price Cross The $5000 This Year? - Coinpedia Fintech News",eth,0.126241073012352,0.010910767130553722,0.010910767130553722
Ethereum hits $4K for first time since December 2021 - Blockworks,eth,0.6715591549873352,0.0341198593378067,0.0341198593378067
Ethereum (ETH) Price Prediction for March 7 - U.Today,eth,0.06939122825860977,0.020643020048737526,0.020643020048737526
"After Bitcoin, Here’s When Ethereum (ETH) Price May Begin With a Bull Run to Hit $10,000 - Coinpedia Fintech News",eth,0.17970596253871918,0.011399845592677593,0.011399845592677593
Ethereum (ETH) Price Chart Looks Primed for Further Gains in the Coming Weeks - DailyFX,eth,0.9223577976226807,0.013542532920837402,0.013542532920837402
Ethereum Supply Reduction: The Impact of Proof-of-Stake - CryptoSlate,eth,0.055677127093076706,0.39131876826286316,0.39131876826286316
Ethereum’s Dencun Upgrade Could Mean Near-Zero Fees for Layer-2 Blockchains: Fidelity Digital Assets - CoinDesk,eth,0.1610495150089264,0.01401855330914259,0.01401855330914259
US SEC further delays decision on BlackRock's spot ethereum ETF - Reuters,eth,0.014323005452752113,0.707727313041687,0.707727313041687
"Ethereum (ETH) Price to hit $4,000 ahead of Dencun Upgrade? - crypto.news",eth,0.10765247046947479,0.01660660095512867,0.01660660095512867
"ETH Price: Ethereum Funding Rate Sees Major Uptick, ETH Price Gearing for Strong Rally - CoinGape",eth,0.9470526576042175,0.021191539242863655,0.021191539242863655
Ethereum edges near $4000 as EigenLayer becomes second-largest DeFi protocol - CryptoSlate,eth,0.6858806014060974,0.024440163746476173,0.024440163746476173
Ethereum (ETH) Comes Back on Track After 14% Pullback as Bulls Appear to be Poised to Hit $4000 Anytime From Now! - Coinpedia Fintech News,eth,0.923075258731842,0.04121548682451248,0.04121548682451248
"Ethereum price hits two-year high as network fees soar, SEC stalls on ETF decision - CryptoSlate",eth,0.42892903089523315,0.2986198663711548,0.2986198663711548
Nearly $200 million in ETH burned as Ethereum gears up for Dencun upgrade - FXStreet,eth,0.20914490520954132,0.008403308689594269,0.008403308689594269
ETH Price: Ethereum Accumulation Signals Strong ETH Price Rally Above $4000 - CoinGape,eth,0.9351796507835388,0.015023254789412022,0.015023254789412022
"Ethereum network is valued fairly, but ETH could still see 17x return — Brian Russ - Cointelegraph",eth,0.600176990032196,0.01619470864534378,0.01619470864534378
"Bitcoin Hits ATH, Is Ethereum Next? - Coinpedia Fintech News",eth,0.06489823758602142,0.02044549025595188,0.02044549025595188
Coinbase & Grayscale meet with American securities regulatory body for ETH spot ETF - CryptoDaily,eth,0.07504933327436447,0.011136852204799652,0.011136852204799652
"SEC Meets with Coinbase, Grayscale to Discuss Ethereum ETFs - BeInCrypto",eth,0.06208615377545357,0.011397630907595158,0.011397630907595158
"Figment, Apex to List Ether and Solana Staking ETPs on SIX Swiss Exchange - CoinDesk",eth,0.04789042845368385,0.014640633948147297,0.014640633948147297
"Ethereum Price Prediction: Why ETH Q1 Hype Cycle Could Peak Above $5,000? - CoinGape",eth,0.0914691835641861,0.01784638687968254,0.01784638687968254
"Ethereum Foundation makes $13.3m ETH transfer, prompting market speculation - crypto.news",eth,0.1384221911430359,0.03769013658165932,0.03769013658165932
"Ethereum: Gigantic 97,276 ETH Purchase Stuns Crypto Community - U.Today",eth,0.07975029200315475,0.015423011966049671,0.015423011966049671
Ethereum’s Dencun Upgrade Set to Drive Near-Zero Transaction Fees - CryptoPotato,eth,0.6097594499588013,0.01134764775633812,0.01134764775633812
"Ethereum ETF: US SEC Can Deny Spot Ether ETF, Says Ex-Blockchain Association Official - CoinGape",eth,0.039384376257658005,0.037457481026649475,0.037457481026649475
"Ethereum (ETH) to Hit All-Time High Soon, Top Analyst Predicts - U.Today",eth,0.8730328679084778,0.009871209971606731,0.009871209971606731
"Ethereum Fees Set to Drop for Arbitrum, Polygon, Starknet, Base. But How Much? - CoinDesk",eth,0.02943197451531887,0.6091335415840149,0.6091335415840149
Why Ether (ETH) is Likely to Hit a New All-Time High in March Following BTC - The Tokenist,eth,0.8491985201835632,0.01415159273892641,0.01415159273892641
ETC Group CEO on Bitcoin's wild ride to a new high and why Ethereum could be the next big thing - Yahoo Finance,eth,0.09167363494634628,0.01862054318189621,0.01862054318189621
"Price analysis 3/6: BTC, ETH, BNB, SOL, XRP, ADA, DOGE, SHIB, AVAX, DOT - Cointelegraph",eth,0.050296079367399216,0.012175818905234337,0.012175818905234337
"Major NFT collections register a drop in ETH floor prices, but there's a catch - Crypto Briefing",eth,0.013257724232971668,0.9588096141815186,0.9588096141815186
PEPE Leads Meme Coin Rally as Ether Nears $4K - CoinDesk,eth,0.5525104999542236,0.06087654083967209,0.06087654083967209
"Following the Flushout, is ETH About to Break Toward $4K? (Ethereum Price Analysis) - CryptoPotato",eth,0.09669718146324158,0.023495560511946678,0.023495560511946678
Crypto for Advisors: Ethereum Staking - Yahoo Finance,eth,0.030421674251556396,0.020220069214701653,0.020220069214701653
Beyond ETH: 3 Cryptos That Are a Better Bet Than Ethereum - InvestorPlace,eth,0.28991401195526123,0.007850337773561478,0.007850337773561478
Cardano (ADA) Traders Join Frenzy: Pushd (PUSHD) Presale Capitalizing on Ethereum (ETH) and Bitcoin (BTC) Trends - Analytics Insight,eth,0.16636589169502258,0.008162569254636765,0.008162569254636765
"Crypto Market Prediction For Next 12-24 Months: Potential Targets For BTC, ETH, LINK & 2 More - Coinpedia Fintech News",eth,0.10320070385932922,0.012890304438769817,0.012890304438769817
Astar Launches zkEVM Mainnet Boasting Ethereum Interoperability Via Polygon AggLayer - The Defiant - DeFi News,eth,0.4172559976577759,0.007029253523796797,0.007029253523796797
Here's How Much Trump Could Have Had if He Didn't Sell His Ethereum - Yahoo Finance,eth,0.03328485041856766,0.029993968084454536,0.029993968084454536
Ethereum Price (ETH) On The Path To Rally Past $4K - NewsBTC,eth,0.9369750022888184,0.014970333315432072,0.014970333315432072
"ETH Tops $3900, Analyst Forecasts Momentum Amid 70% Surge - CoinGape",eth,0.930050790309906,0.023736754432320595,0.023736754432320595
Ethereum Momentum: Awaiting ETF Approval - CoinGecko Buzz,eth,0.09160374850034714,0.01147471647709608,0.01147471647709608
CFTC chair warns of conflict with SEC over Prometheum's ETH play - Cointelegraph,eth,0.011360887438058853,0.9284493923187256,0.9284493923187256
TRON DAO at ETH Denver and host of TRON Builder Tour Denver stop - Blockworks,eth,0.0493064820766449,0.019611818715929985,0.019611818715929985
Ethereum Price Predicted to Hit $4k as Traders invest $400m - crypto.news,eth,0.3083976209163666,0.01942509226500988,0.01942509226500988
"Bitcoiners, Solana Acolytes Crash Ethereum Conference in Denver – for a Reason - CoinDesk",eth,0.06508428603410721,0.019055400043725967,0.019055400043725967
Ethereum (ETH) Price All Set To Hit New ATH In March – Here’s Why - Coinpedia Fintech News,eth,0.10689282417297363,0.022103024646639824,0.022103024646639824
Bloomberg Analyst Who Forecasted BTC ETF Not Optimistic About Ethereum ETF - Coinfomania,eth,0.14490728080272675,0.0789431631565094,0.0789431631565094
These Catalysts Could Push ETH to $10K or Higher This Year: Bitwise Analyst - CryptoPotato,eth,0.4971497654914856,0.011361013166606426,0.011361013166606426
"Pushd (PUSHD) E-Commerce Dominates Early March Highs with Ethereum (ETH) Breaking $3,500 Shiba Inu (SHIB ... - Analytics Insight",eth,0.860702395439148,0.01692497916519642,0.01692497916519642
ETH/BTC Price Analysis: Top Reasons Why Altcoin Season Calls After Bitcoin Rally - CoinGape,eth,0.06477944552898407,0.10200998187065125,0.10200998187065125
CFTC's Behnam says Prometheum's ETH stance could create inter-agency conflict - Blockworks,eth,0.012415357865393162,0.942676305770874,0.942676305770874
"Crypto Stocks Rally After Massive $1.8B Bitcoin, ETH ETF Inflow - CoinGape",eth,0.6752028465270996,0.1529066413640976,0.1529066413640976
SEC Puts Ethereum (ETH-USD) ETF Decisions on Hold - TipRanks.com - TipRanks,eth,0.021886460483074188,0.04276624321937561,0.04276624321937561
"Behind Bitcoin, Ethereum, and Dogecoin's Wild Ride - Yahoo Finance",eth,0.13131007552146912,0.013965957798063755,0.013965957798063755
